league,season,team,players_used,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,url,League,season,players_used,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,url,League,season,players_used,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,url,League,season,players_used,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,url,League,season,players_used,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,url,League,season,players_used,Poss,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,url,League,season,players_used,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,url,League
ITA-Serie A,2324,Inter,26,37,85,565,186,32.9,15.27,5.03,0.13,0.39,16.9,18,13,14,76.0,65.1,0.12,9.0,6.9,/en/squads/d609edc0/Internazionale-Stats,ITA-Serie A,2324,26,37,1034,27.95,800,83,24,65,46,16,149,4.03,106,9,7,10,13,4,/en/squads/d609edc0/Internazionale-Stats,ITA-Serie A,2324,26,37,525,314,246,212,67,231,467,49.5,236,355,108,247,275,800,565,6,/en/squads/d609edc0/Internazionale-Stats,ITA-Serie A,2324,26,37,45,1,0,397,392,72,798,275,314,11,4,0,1568,515,365,58.5,/en/squads/d609edc0/Internazionale-Stats,ITA-Serie A,2324,26,37,18588,21814,85.2,322985,106682,8408,9203,91.4,7913,8792,90.0,1776,2715,65.4,59,54.1,49.9,4.9,430,1270,426,113,1591,/en/squads/d609edc0/Internazionale-Stats,ITA-Serie A,2324,26,56.9,37,25342,2458,7836,11510,6161,993,25328,424,190,44.8,186,43.9,15306,74242,38106,709,562,162,461,227,18440,1574,/en/squads/d609edc0/Internazionale-Stats,ITA-Serie A,2324,26,37,21814,20161,1581,421,59,156,798,635,225,96,93,0,18588,72,342,/en/squads/d609edc0/Internazionale-Stats,ITA-Serie A
ITA-Serie A,2324,Juventus,29,36,47,508,138,27.2,14.11,3.83,0.09,0.32,16.9,18,3,5,53.0,49.0,0.1,-6.0,-5.0,/en/squads/e0652b02/Juventus-Stats,ITA-Serie A,2324,29,36,895,24.86,643,85,46,66,37,18,80,2.22,52,5,3,13,5,2,/en/squads/e0652b02/Juventus-Stats,ITA-Serie A,2324,29,36,549,350,256,222,71,251,418,60.0,167,352,115,237,236,785,699,3,/en/squads/e0652b02/Juventus-Stats,ITA-Serie A,2324,29,36,81,2,1,442,356,71,689,236,350,3,3,2,1575,477,419,53.2,/en/squads/e0652b02/Juventus-Stats,ITA-Serie A,2324,29,36,14091,17294,81.5,262738,90194,5696,6441,88.4,6486,7390,87.8,1669,2665,62.6,36,38.5,35.9,-2.5,399,1145,289,103,1424,/en/squads/e0652b02/Juventus-Stats,ITA-Serie A,2324,29,49.0,36,21091,2081,6204,9839,5226,854,21086,562,246,43.8,253,45.0,11922,65281,34428,679,475,172,524,285,13940,1403,/en/squads/e0652b02/Juventus-Stats,ITA-Serie A,2324,29,36,17294,15626,1597,375,34,150,689,661,188,52,102,0,14091,71,300,/en/squads/e0652b02/Juventus-Stats,ITA-Serie A
ITA-Serie A,2324,Lazio,22,37,45,428,129,30.1,11.57,3.49,0.1,0.32,18.1,14,4,4,45.5,42.3,0.1,-0.5,-1.3,/en/squads/7213da33/Lazio-Stats,ITA-Serie A,2324,22,37,748,20.22,561,59,34,49,33,12,73,1.97,54,2,2,9,5,1,/en/squads/7213da33/Lazio-Stats,ITA-Serie A,2324,22,37,557,334,247,243,67,273,601,45.4,328,423,121,302,282,839,631,7,/en/squads/7213da33/Lazio-Stats,ITA-Serie A,2324,22,37,98,5,2,458,424,67,611,282,334,3,3,0,1720,387,446,46.5,/en/squads/7213da33/Lazio-Stats,ITA-Serie A,2324,22,37,16812,20323,82.7,283041,97925,8093,8938,90.5,6723,7697,87.3,1516,2591,58.5,30,32.0,30.8,-2.0,325,1234,309,61,1482,/en/squads/7213da33/Lazio-Stats,ITA-Serie A,2324,22,52.9,37,24013,2289,7315,11649,5272,754,24009,588,260,44.2,266,45.2,12779,69705,36636,696,503,137,494,233,16696,1476,/en/squads/7213da33/Lazio-Stats,ITA-Serie A,2324,22,37,20323,18494,1762,465,51,82,611,736,192,66,92,0,16812,67,357,/en/squads/7213da33/Lazio-Stats,ITA-Serie A
ITA-Serie A,2324,Lecce,26,37,30,493,147,29.8,13.32,3.97,0.05,0.18,18.7,11,3,5,42.5,38.6,0.08,-12.5,-11.6,/en/squads/ffcbe334/Lecce-Stats,ITA-Serie A,2324,26,37,861,23.27,578,92,55,68,42,26,49,1.32,30,4,3,3,6,3,/en/squads/ffcbe334/Lecce-Stats,ITA-Serie A,2324,26,37,584,362,275,241,68,276,548,50.4,272,417,109,308,304,888,726,8,/en/squads/ffcbe334/Lecce-Stats,ITA-Serie A,2324,26,37,89,5,2,487,472,55,642,304,362,4,6,1,1727,534,608,46.8,/en/squads/ffcbe334/Lecce-Stats,ITA-Serie A,2324,26,37,11483,15039,76.4,215165,79622,4600,5397,85.2,5118,6034,84.8,1445,2770,52.2,23,30.1,22.9,-7.1,369,878,208,87,1161,/en/squads/ffcbe334/Lecce-Stats,ITA-Serie A,2324,26,45.2,37,19159,2279,6605,8659,4145,655,19154,635,290,45.7,277,43.6,10544,62159,31945,620,416,148,590,347,11354,1149,/en/squads/ffcbe334/Lecce-Stats,ITA-Serie A,2324,26,37,15039,13126,1858,517,26,90,642,753,171,72,57,0,11483,55,272,/en/squads/ffcbe334/Lecce-Stats,ITA-Serie A
ITA-Serie A,2324,Milan,33,37,73,531,191,36.0,14.35,5.16,0.13,0.35,17.0,9,6,8,63.2,57.0,0.11,9.8,10.0,/en/squads/dc56fe14/Milan-Stats,ITA-Serie A,2324,33,37,963,26.03,698,80,71,69,31,14,133,3.59,98,6,15,9,4,1,/en/squads/dc56fe14/Milan-Stats,ITA-Serie A,2324,33,37,562,329,271,227,64,265,511,51.9,246,358,141,217,246,808,543,16,/en/squads/dc56fe14/Milan-Stats,ITA-Serie A,2324,33,37,82,8,2,423,402,56,633,246,329,6,8,1,1575,416,404,50.7,/en/squads/dc56fe14/Milan-Stats,ITA-Serie A,2324,33,37,17156,20157,85.1,295752,99688,7676,8460,90.7,7695,8505,90.5,1390,2271,61.2,54,44.5,38.9,9.5,413,1179,322,90,1515,/en/squads/dc56fe14/Milan-Stats,ITA-Serie A,2324,33,56.7,37,23851,2279,7453,11269,5337,886,23843,738,344,46.6,315,42.7,14960,86827,46356,869,627,219,514,282,16957,1503,/en/squads/dc56fe14/Milan-Stats,ITA-Serie A,2324,33,37,20157,18531,1570,445,47,93,633,596,179,63,70,0,17156,56,287,/en/squads/dc56fe14/Milan-Stats,ITA-Serie A
ITA-Serie A,2324,Monza,30,37,38,439,119,27.1,11.86,3.22,0.08,0.29,17.8,14,4,5,38.8,35.2,0.08,-0.8,-1.2,/en/squads/21680aa4/Monza-Stats,ITA-Serie A,2324,30,37,782,21.14,597,63,31,47,31,13,68,1.84,53,3,4,4,4,0,/en/squads/21680aa4/Monza-Stats,ITA-Serie A,2324,30,37,547,320,304,185,58,258,471,54.8,213,369,148,221,273,820,637,7,/en/squads/21680aa4/Monza-Stats,ITA-Serie A,2324,30,37,85,4,3,445,394,39,562,273,320,2,9,0,1423,432,455,48.7,/en/squads/21680aa4/Monza-Stats,ITA-Serie A,2324,30,37,16262,19325,84.2,301580,95714,6548,7209,90.8,7747,8586,90.2,1718,2764,62.2,29,27.2,26.6,1.8,340,1041,245,89,1207,/en/squads/21680aa4/Monza-Stats,ITA-Serie A,2324,30,53.4,37,22915,2797,8161,10294,4643,687,22910,474,211,44.5,209,44.1,14066,77735,39563,701,528,162,507,260,16098,1195,/en/squads/21680aa4/Monza-Stats,ITA-Serie A,2324,30,37,19325,17675,1611,444,21,125,562,600,166,27,106,0,16262,39,315,/en/squads/21680aa4/Monza-Stats,ITA-Serie A
ITA-Serie A,2324,Napoli,29,37,54,614,191,31.1,16.59,5.16,0.08,0.25,17.6,17,6,10,59.9,51.9,0.09,-5.9,-3.9,/en/squads/d48ad4ff/Napoli-Stats,ITA-Serie A,2324,29,37,1102,29.78,800,84,71,82,51,14,86,2.32,58,3,6,7,9,3,/en/squads/d48ad4ff/Napoli-Stats,ITA-Serie A,2324,29,37,558,319,234,228,96,259,542,47.8,283,336,86,250,230,788,516,5,/en/squads/d48ad4ff/Napoli-Stats,ITA-Serie A,2324,29,37,77,5,3,371,434,71,720,230,319,8,4,0,1661,462,469,49.6,/en/squads/d48ad4ff/Napoli-Stats,ITA-Serie A,2324,29,37,18888,22222,85.0,324060,104051,8825,9605,91.9,7786,8771,88.8,1794,2818,63.7,36,42.0,37.6,-6.0,481,1454,385,81,1690,/en/squads/d48ad4ff/Napoli-Stats,ITA-Serie A,2324,29,60.8,37,25899,2025,6971,12548,6609,1012,25889,724,321,44.3,331,45.7,15290,82504,40691,768,607,186,477,285,18706,1677,/en/squads/d48ad4ff/Napoli-Stats,ITA-Serie A,2324,29,37,22222,20335,1816,502,43,227,720,779,236,80,101,3,18888,71,307,/en/squads/d48ad4ff/Napoli-Stats,ITA-Serie A
ITA-Serie A,2324,Roma,30,37,63,449,139,31.0,12.14,3.76,0.12,0.37,17.8,16,11,12,49.8,40.7,0.09,13.2,11.3,/en/squads/cf74a709/Roma-Stats,ITA-Serie A,2324,30,37,832,22.49,599,76,37,60,49,11,110,2.97,66,8,9,16,11,0,/en/squads/cf74a709/Roma-Stats,ITA-Serie A,2324,30,37,550,327,254,219,77,239,518,46.1,279,358,127,231,231,781,600,13,/en/squads/cf74a709/Roma-Stats,ITA-Serie A,2324,30,37,94,3,1,443,412,64,637,231,327,7,5,3,1563,470,438,51.8,/en/squads/cf74a709/Roma-Stats,ITA-Serie A,2324,30,37,16561,19927,83.1,289495,96662,7434,8208,90.6,7373,8349,88.3,1438,2497,57.6,43,32.9,30.1,10.1,349,1189,304,85,1425,/en/squads/cf74a709/Roma-Stats,ITA-Serie A,2324,30,54.6,37,23291,2418,7459,11090,4902,772,23279,471,212,45.0,216,45.9,13918,73541,37608,651,513,156,420,258,16418,1418,/en/squads/cf74a709/Roma-Stats,ITA-Serie A,2324,30,37,19927,18246,1617,451,39,104,637,642,162,78,70,0,16561,64,314,/en/squads/cf74a709/Roma-Stats,ITA-Serie A
ITA-Serie A,2324,Salernitana,38,36,28,375,111,29.6,10.42,3.08,0.07,0.23,19.1,10,2,2,28.1,26.5,0.07,-0.1,-0.5,/en/squads/c5577084/Salernitana-Stats,ITA-Serie A,2324,38,36,659,18.31,486,64,23,43,29,14,49,1.36,35,5,3,4,2,0,/en/squads/c5577084/Salernitana-Stats,ITA-Serie A,2324,38,36,499,312,265,187,47,235,470,50.0,235,379,148,231,270,769,757,11,/en/squads/c5577084/Salernitana-Stats,ITA-Serie A,2324,38,36,87,3,1,427,446,58,576,270,312,1,10,2,1546,492,612,44.6,/en/squads/c5577084/Salernitana-Stats,ITA-Serie A,2324,38,36,11439,15016,76.2,198867,74774,5331,6076,87.7,4553,5532,82.3,1171,2435,48.1,24,21.6,17.9,2.4,298,837,203,74,1057,/en/squads/c5577084/Salernitana-Stats,ITA-Serie A,2324,38,44.3,36,18742,2267,6331,8491,4105,544,18740,517,209,40.4,254,49.1,9839,52495,24326,476,372,112,529,289,11340,1060,/en/squads/c5577084/Salernitana-Stats,ITA-Serie A,2324,38,36,15016,13158,1800,525,27,114,576,701,141,24,61,0,11439,58,337,/en/squads/c5577084/Salernitana-Stats,ITA-Serie A
ITA-Serie A,2324,Sassuolo,30,37,41,445,141,31.7,12.03,3.81,0.08,0.24,19.3,18,7,8,38.7,32.7,0.08,2.3,1.3,/en/squads/e2befd26/Sassuolo-Stats,ITA-Serie A,2324,30,37,809,21.86,608,61,43,49,37,11,71,1.92,49,4,1,8,7,2,/en/squads/e2befd26/Sassuolo-Stats,ITA-Serie A,2324,30,37,492,299,234,192,66,239,511,46.8,272,392,141,251,251,743,752,13,/en/squads/e2befd26/Sassuolo-Stats,ITA-Serie A,2324,30,37,70,4,2,376,383,26,648,251,299,6,11,4,1558,442,596,42.6,/en/squads/e2befd26/Sassuolo-Stats,ITA-Serie A,2324,30,37,11709,15331,76.4,216692,81545,4869,5650,86.2,5177,6155,84.1,1358,2724,49.9,28,25.4,24.8,2.6,334,982,243,57,1272,/en/squads/e2befd26/Sassuolo-Stats,ITA-Serie A,2324,30,44.1,37,19026,2260,6219,8272,4733,698,19018,561,269,48.0,243,43.3,10089,59316,30471,622,446,152,519,316,11592,1263,/en/squads/e2befd26/Sassuolo-Stats,ITA-Serie A,2324,30,37,15331,13425,1880,489,25,117,648,737,199,107,47,1,11709,26,284,/en/squads/e2befd26/Sassuolo-Stats,ITA-Serie A
ITA-Serie A,2324,Torino,30,37,35,424,120,28.3,11.46,3.24,0.08,0.28,17.2,15,2,2,36.7,35.1,0.09,-1.7,-2.1,/en/squads/105360fe/Torino-Stats,ITA-Serie A,2324,30,37,749,20.24,552,73,32,46,34,12,63,1.7,46,4,4,4,3,2,/en/squads/105360fe/Torino-Stats,ITA-Serie A,2324,30,37,461,270,204,209,48,185,376,49.2,191,296,97,199,317,778,587,14,/en/squads/105360fe/Torino-Stats,ITA-Serie A,2324,30,37,74,2,1,461,403,60,735,317,270,2,6,0,1644,578,583,49.8,/en/squads/105360fe/Torino-Stats,ITA-Serie A,2324,30,37,14054,17616,79.8,248254,87402,6201,7009,88.5,6144,7114,86.4,1306,2539,51.4,29,29.2,28.4,-0.2,332,1006,270,99,1295,/en/squads/105360fe/Torino-Stats,ITA-Serie A,2324,30,51.5,37,21220,2270,6725,9790,4905,666,21218,546,236,43.2,240,44.0,12360,67173,32318,691,451,123,533,261,13854,1274,/en/squads/105360fe/Torino-Stats,ITA-Serie A,2324,30,37,17616,15957,1599,433,14,86,735,665,171,139,24,1,14054,60,291,/en/squads/105360fe/Torino-Stats,ITA-Serie A
ITA-Serie A,2324,Udinese,32,37,35,447,129,28.9,12.08,3.49,0.07,0.25,18.8,21,3,4,38.3,36.1,0.08,-3.3,-4.1,/en/squads/04eea015/Udinese-Stats,ITA-Serie A,2324,32,37,778,21.03,518,83,48,66,46,17,61,1.65,37,3,6,9,5,1,/en/squads/04eea015/Udinese-Stats,ITA-Serie A,2324,32,37,574,358,329,199,46,281,543,51.7,262,419,122,297,323,897,966,10,/en/squads/04eea015/Udinese-Stats,ITA-Serie A,2324,32,37,92,5,3,483,413,55,541,323,358,4,9,1,1706,556,452,55.2,/en/squads/04eea015/Udinese-Stats,ITA-Serie A,2324,32,37,9772,12994,75.2,181027,74193,4245,4979,85.3,4078,4987,81.8,1201,2315,51.9,22,27.5,23.2,-5.5,323,850,183,74,999,/en/squads/04eea015/Udinese-Stats,ITA-Serie A,2324,32,39.2,37,17401,2251,6347,7462,3873,590,17397,705,326,46.2,308,43.7,9074,53046,26986,586,410,137,627,323,9670,988,/en/squads/04eea015/Udinese-Stats,ITA-Serie A,2324,32,37,12994,11298,1641,458,23,117,541,647,156,57,74,1,9772,55,261,/en/squads/04eea015/Udinese-Stats,ITA-Serie A
GER-Bundesliga,2324,Augsburg,29,34,49,429,123,28.7,12.62,3.62,0.1,0.36,17.5,12,5,7,45.8,40.4,0.1,3.2,3.6,/en/squads/0cdc4311/Augsburg-Stats,GER-Bundesliga,2324,29,34,726,21.35,503,78,35,58,39,13,78,2.29,58,6,2,8,4,0,/en/squads/0cdc4311/Augsburg-Stats,GER-Bundesliga,2324,29,34,529,320,235,222,72,238,493,48.3,255,438,133,305,297,826,725,9,/en/squads/0cdc4311/Augsburg-Stats,GER-Bundesliga,2324,29,34,71,3,1,454,338,81,631,297,320,5,10,2,1669,587,601,49.4,/en/squads/0cdc4311/Augsburg-Stats,GER-Bundesliga,2324,29,34,10547,14264,73.9,199722,80558,4148,4990,83.1,4851,5903,82.2,1273,2492,51.1,35,27.5,37.7,7.5,299,919,284,89,1137,/en/squads/0cdc4311/Augsburg-Stats,GER-Bundesliga,2324,29,43.9,34,18129,2132,6225,7679,4412,795,18122,531,235,44.3,255,48.0,9495,50654,24791,462,314,91,533,236,10397,1122,/en/squads/0cdc4311/Augsburg-Stats,GER-Bundesliga,2324,29,34,14264,12587,1596,393,34,76,631,681,165,63,78,4,10547,81,314,/en/squads/0cdc4311/Augsburg-Stats,GER-Bundesliga
GER-Bundesliga,2324,Bayern Munich,30,34,93,633,229,36.2,18.62,6.74,0.14,0.38,15.8,13,5,5,85.1,81.3,0.13,7.9,6.7,/en/squads/054efa67/Bayern-Munich-Stats,GER-Bundesliga,2324,30,34,1156,34.0,875,86,69,72,38,16,166,4.88,126,9,11,11,6,3,/en/squads/054efa67/Bayern-Munich-Stats,GER-Bundesliga,2324,30,34,519,322,226,191,102,245,508,48.2,263,378,81,297,288,807,475,18,/en/squads/054efa67/Bayern-Munich-Stats,GER-Bundesliga,2324,30,34,47,2,1,304,306,60,655,288,322,2,4,0,1766,410,319,56.2,/en/squads/054efa67/Bayern-Munich-Stats,GER-Bundesliga,2324,30,34,19977,22935,87.1,340644,109661,9247,10087,91.7,8924,9739,91.6,1476,2207,66.9,71,65.9,72.7,5.1,506,1563,458,86,1941,/en/squads/054efa67/Bayern-Munich-Stats,GER-Bundesliga,2324,30,61.3,34,26627,2112,7118,12407,7363,1214,26622,907,481,53.0,374,41.2,16440,93238,49942,943,703,276,466,356,19837,1925,/en/squads/054efa67/Bayern-Munich-Stats,GER-Bundesliga,2324,30,34,22935,21390,1485,346,83,119,655,618,228,78,102,2,19977,60,363,/en/squads/054efa67/Bayern-Munich-Stats,GER-Bundesliga
GER-Bundesliga,2324,Bochum,25,34,41,524,145,27.7,15.41,4.26,0.07,0.26,18.2,18,4,4,44.6,41.4,0.08,-3.6,-4.4,/en/squads/b42c6323/Bochum-Stats,GER-Bundesliga,2324,25,34,884,26.0,561,134,38,81,55,15,72,2.12,43,8,5,9,6,1,/en/squads/b42c6323/Bochum-Stats,GER-Bundesliga,2324,25,34,603,366,272,253,78,295,575,51.3,280,460,142,318,309,912,767,9,/en/squads/b42c6323/Bochum-Stats,GER-Bundesliga,2324,25,34,97,2,0,446,409,83,649,309,366,4,11,4,1808,814,817,49.9,/en/squads/b42c6323/Bochum-Stats,GER-Bundesliga,2324,25,34,9785,14202,68.9,185284,85807,4230,5272,80.2,3857,5034,76.6,1393,2936,47.4,30,30.3,32.9,-0.3,371,903,265,85,1149,/en/squads/b42c6323/Bochum-Stats,GER-Bundesliga,2324,25,46.6,34,18360,2174,5906,8079,4546,788,18356,433,187,43.2,209,48.3,8476,42424,20664,398,292,91,494,280,9652,1138,/en/squads/b42c6323/Bochum-Stats,GER-Bundesliga,2324,25,34,14202,12335,1784,454,41,50,649,813,154,58,77,1,9785,83,324,/en/squads/b42c6323/Bochum-Stats,GER-Bundesliga
GER-Bundesliga,2324,Darmstadt 98,32,34,28,404,110,27.2,11.88,3.24,0.06,0.23,19.1,12,3,3,32.3,30.0,0.08,-4.3,-5.0,/en/squads/6a6967fc/Darmstadt-98-Stats,GER-Bundesliga,2324,32,34,723,21.26,522,68,36,48,32,17,50,1.47,38,3,1,4,3,1,/en/squads/6a6967fc/Darmstadt-98-Stats,GER-Bundesliga,2324,32,34,560,323,303,197,60,285,583,48.9,298,400,137,263,317,877,707,19,/en/squads/6a6967fc/Darmstadt-98-Stats,GER-Bundesliga,2324,32,34,83,4,0,429,351,57,514,317,323,2,2,2,1502,510,569,47.3,/en/squads/6a6967fc/Darmstadt-98-Stats,GER-Bundesliga,2324,32,34,11807,15336,77.0,223927,86971,4830,5582,86.5,5247,6139,85.5,1494,2813,53.1,21,22.8,28.9,-1.8,302,873,226,65,1083,/en/squads/6a6967fc/Darmstadt-98-Stats,GER-Bundesliga,2324,32,45.7,34,19008,2407,7114,8147,3896,566,19005,440,192,43.6,220,50.0,9942,51709,26089,438,310,99,470,230,11700,1073,/en/squads/6a6967fc/Darmstadt-98-Stats,GER-Bundesliga,2324,32,34,15336,13685,1594,408,19,103,514,641,115,42,62,1,11807,57,311,/en/squads/6a6967fc/Darmstadt-98-Stats,GER-Bundesliga
GER-Bundesliga,2324,Dortmund,32,34,68,506,184,36.4,14.88,5.41,0.12,0.34,16.9,17,6,6,63.6,58.8,0.12,4.4,3.2,/en/squads/add600ae/Dortmund-Stats,GER-Bundesliga,2324,32,34,909,26.74,668,68,56,62,42,13,121,3.56,84,8,7,8,10,4,/en/squads/add600ae/Dortmund-Stats,GER-Bundesliga,2324,32,34,548,356,297,201,50,292,557,52.4,265,431,121,310,251,799,628,12,/en/squads/add600ae/Dortmund-Stats,GER-Bundesliga,2324,32,34,59,4,2,315,391,44,522,251,356,5,6,2,1763,390,426,47.8,/en/squads/add600ae/Dortmund-Stats,GER-Bundesliga,2324,32,34,17191,20445,84.1,300426,100507,7696,8552,90.0,7352,8202,89.6,1651,2584,63.9,49,45.5,48.0,3.5,389,1144,301,46,1452,/en/squads/add600ae/Dortmund-Stats,GER-Bundesliga,2324,32,57.8,34,24318,2558,8082,11084,5367,901,24312,712,321,45.1,312,43.8,14637,79308,41035,769,565,229,532,329,17001,1437,/en/squads/add600ae/Dortmund-Stats,GER-Bundesliga,2324,32,34,20445,18810,1591,467,52,151,522,602,176,79,77,2,17191,44,344,/en/squads/add600ae/Dortmund-Stats,GER-Bundesliga
GER-Bundesliga,2324,Eint Frankfurt,34,34,48,402,139,34.6,11.82,4.09,0.11,0.33,16.4,11,2,3,46.3,44.6,0.11,1.7,1.4,/en/squads/f0ac8ee6/Eintracht-Frankfurt-Stats,GER-Bundesliga,2324,34,34,687,20.21,492,63,44,48,31,9,81,2.38,63,2,3,9,3,1,/en/squads/f0ac8ee6/Eintracht-Frankfurt-Stats,GER-Bundesliga,2324,34,34,602,361,282,240,80,293,546,53.7,253,424,99,325,302,904,703,12,/en/squads/f0ac8ee6/Eintracht-Frankfurt-Stats,GER-Bundesliga,2324,34,34,70,5,4,355,318,51,557,302,361,2,11,0,1792,476,523,47.6,/en/squads/f0ac8ee6/Eintracht-Frankfurt-Stats,GER-Bundesliga,2324,34,34,15016,18810,79.8,260037,91228,6582,7497,87.8,6903,7955,86.8,1206,2413,50.0,36,34.2,38.2,1.8,292,1006,275,60,1304,/en/squads/f0ac8ee6/Eintracht-Frankfurt-Stats,GER-Bundesliga,2324,34,52.1,34,22760,2453,7845,10617,4522,814,22757,634,278,43.8,326,51.4,12984,64089,31791,574,391,176,522,297,14897,1293,/en/squads/f0ac8ee6/Eintracht-Frankfurt-Stats,GER-Bundesliga,2324,34,34,18810,17092,1667,407,54,57,557,739,161,61,85,0,15016,51,368,/en/squads/f0ac8ee6/Eintracht-Frankfurt-Stats,GER-Bundesliga
GER-Bundesliga,2324,Freiburg,25,34,43,392,131,33.4,11.53,3.85,0.09,0.27,16.0,7,7,9,49.3,42.4,0.11,-6.3,-6.4,/en/squads/a486e511/Freiburg-Stats,GER-Bundesliga,2324,25,34,715,21.03,539,55,25,51,36,9,77,2.26,51,5,1,10,8,2,/en/squads/a486e511/Freiburg-Stats,GER-Bundesliga,2324,25,34,543,318,300,175,68,227,463,49.0,236,436,149,287,272,815,725,7,/en/squads/a486e511/Freiburg-Stats,GER-Bundesliga,2324,25,34,64,4,1,364,376,52,592,272,318,7,5,1,1634,626,626,50.0,/en/squads/a486e511/Freiburg-Stats,GER-Bundesliga,2324,25,34,12337,16023,77.0,223369,83585,5216,6108,85.4,5522,6451,85.6,1296,2581,50.2,32,32.5,34.8,-0.5,297,935,247,82,1213,/en/squads/a486e511/Freiburg-Stats,GER-Bundesliga,2324,25,46.6,34,19703,2359,6696,9055,4129,649,19694,517,221,42.7,239,46.2,10659,57782,28593,468,381,93,453,239,12175,1194,/en/squads/a486e511/Freiburg-Stats,GER-Bundesliga,2324,25,34,16023,14477,1494,406,34,68,592,582,128,76,39,0,12337,52,327,/en/squads/a486e511/Freiburg-Stats,GER-Bundesliga
GER-Bundesliga,2324,Gladbach,27,34,55,451,144,31.9,13.26,4.24,0.11,0.35,17.1,4,5,6,46.4,41.7,0.1,8.6,8.3,/en/squads/32f3ee20/Monchengladbach-Stats,GER-Bundesliga,2324,27,34,806,23.71,572,85,47,59,29,14,98,2.88,71,9,4,8,4,2,/en/squads/32f3ee20/Monchengladbach-Stats,GER-Bundesliga,2324,27,34,582,336,291,247,44,287,534,53.7,247,465,168,297,333,915,860,15,/en/squads/32f3ee20/Monchengladbach-Stats,GER-Bundesliga,2324,27,34,66,2,1,337,372,53,574,333,336,4,6,0,1701,485,478,50.4,/en/squads/32f3ee20/Monchengladbach-Stats,GER-Bundesliga,2324,27,34,13544,16946,79.9,232266,84625,6223,7073,88.0,5784,6704,86.3,1162,2210,52.6,43,35.5,37.1,7.5,374,801,261,83,1227,/en/squads/32f3ee20/Monchengladbach-Stats,GER-Bundesliga,2324,27,46.8,34,20955,2560,7900,9058,4190,718,20949,548,237,43.2,260,47.4,12071,60056,30883,597,435,151,429,321,13427,1217,/en/squads/32f3ee20/Monchengladbach-Stats,GER-Bundesliga,2324,27,34,16946,15325,1568,414,42,67,574,615,174,62,87,1,13544,53,330,/en/squads/32f3ee20/Monchengladbach-Stats,GER-Bundesliga
