league,season,team,players_used,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,url,League,season,players_used,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,url,League,season,players_used,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,url,League,season,players_used,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,url,League,season,players_used,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,url,League,season,players_used,Poss,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,url,League,season,players_used,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,url,League
BRA-League,2324,Cruzeiro,38,38,32,525,162,30.9,13.82,4.26,0.06,0.19,19.3,28,2,4,47.8,44.6,0.09,-15.8,-14.6,/en/squads/03ff5eeb/2023/Cruzeiro-Stats,BRA-League,2324,38,38,935,24.61,674,93,60,49,50,9,60,1.58,45,3,7,2,2,1,/en/squads/03ff5eeb/2023/Cruzeiro-Stats,BRA-League,2324,38,38,613,390,277,257,79,292,614,47.6,322,378,79,299,336,949,665,7,/en/squads/03ff5eeb/2023/Cruzeiro-Stats,BRA-League,2324,38,38,101,4,2,570,471,71,812,336,390,3,3,0,1941,529,569,48.2,/en/squads/03ff5eeb/2023/Cruzeiro-Stats,BRA-League,2324,38,38,14360,18198,78.9,269465,97151,5879,6774,86.8,6428,7456,86.2,1801,3051,59.0,26,34.8,36.8,-8.8,399,1321,300,87,1644,/en/squads/03ff5eeb/2023/Cruzeiro-Stats,BRA-League,2324,38,51.5,38,22258,2125,6449,10309,5730,683,22255,742,374,50.4,304,41.0,12509,68220,36465,636,488,133,581,289,14213,1631,/en/squads/03ff5eeb/2023/Cruzeiro-Stats,BRA-League,2324,38,38,18198,16080,2047,573,49,160,812,858,240,96,91,1,14360,71,398,/en/squads/03ff5eeb/2023/Cruzeiro-Stats,BRA-League
BRA-League,2324,Cuiabá,30,38,39,440,131,29.8,11.58,3.45,0.07,0.24,20.1,16,7,8,38.6,32.6,0.08,0.4,-0.6,/en/squads/f0e6fb14/2023/Cuiaba-Stats,BRA-League,2324,30,38,781,20.55,525,89,47,47,56,17,63,1.66,39,6,3,5,9,1,/en/squads/f0e6fb14/2023/Cuiaba-Stats,BRA-League,2324,30,38,645,411,337,237,71,329,770,42.7,441,430,129,301,295,940,787,6,/en/squads/f0e6fb14/2023/Cuiaba-Stats,BRA-League,2324,30,38,91,3,3,473,564,77,828,295,411,7,4,2,1824,613,493,55.4,/en/squads/f0e6fb14/2023/Cuiaba-Stats,BRA-League,2324,30,38,12493,16082,77.7,230195,89245,5343,6160,86.7,5382,6415,83.9,1489,2660,56.0,24,24.7,26.3,-0.7,318,1111,230,76,1360,/en/squads/f0e6fb14/2023/Cuiaba-Stats,BRA-League,2324,30,43.8,38,20078,2122,6186,9386,4720,593,20070,637,337,52.9,218,34.2,10667,58569,31232,576,446,113,583,293,12351,1348,/en/squads/f0e6fb14/2023/Cuiaba-Stats,BRA-League,2324,30,38,16082,14140,1865,615,26,124,828,696,188,63,81,6,12493,77,320,/en/squads/f0e6fb14/2023/Cuiaba-Stats,BRA-League
BRA-League,2324,Flamengo,32,38,55,490,168,34.3,12.89,4.42,0.1,0.28,18.3,15,8,9,49.8,42.7,0.09,5.2,4.3,/en/squads/639950ae/2023/Flamengo-Stats,BRA-League,2324,32,38,907,23.87,689,52,63,53,40,10,102,2.68,66,6,13,4,13,0,/en/squads/639950ae/2023/Flamengo-Stats,BRA-League,2324,32,38,639,411,279,270,90,308,706,43.6,398,373,139,234,299,938,685,11,/en/squads/639950ae/2023/Flamengo-Stats,BRA-League,2324,32,38,85,5,0,493,519,51,640,299,411,9,7,0,1902,454,405,52.9,/en/squads/639950ae/2023/Flamengo-Stats,BRA-League,2324,32,38,18271,21648,84.4,310513,103065,8803,9649,91.2,7544,8435,89.4,1514,2541,59.6,39,34.1,42.3,4.9,388,1697,387,74,1960,/en/squads/639950ae/2023/Flamengo-Stats,BRA-League,2324,32,57.4,38,25694,2158,6781,12327,6826,890,25685,803,406,50.6,331,41.2,15846,81718,43143,710,614,154,541,340,18082,1947,/en/squads/639950ae/2023/Flamengo-Stats,BRA-League,2324,32,38,21648,19787,1810,579,46,173,640,683,207,90,60,3,18271,51,346,/en/squads/639950ae/2023/Flamengo-Stats,BRA-League
BRA-League,2324,Fluminense,37,38,51,545,202,37.1,14.34,5.32,0.09,0.24,19.5,18,3,5,50.3,46.4,0.09,0.7,1.6,/en/squads/84d9701c/2023/Fluminense-Stats,BRA-League,2324,37,38,990,26.05,745,63,76,55,38,13,90,2.37,62,4,10,10,4,0,/en/squads/84d9701c/2023/Fluminense-Stats,BRA-League,2324,37,38,546,339,239,225,82,280,575,48.7,295,400,145,255,258,804,621,11,/en/squads/84d9701c/2023/Fluminense-Stats,BRA-League,2324,37,38,124,9,4,506,560,75,707,258,339,4,6,1,1802,427,450,48.7,/en/squads/84d9701c/2023/Fluminense-Stats,BRA-League,2324,37,38,19515,22732,85.8,301871,96814,10600,11429,92.7,6945,7739,89.7,1274,2173,58.6,36,36.4,35.7,-0.4,425,1502,322,86,1624,/en/squads/84d9701c/2023/Fluminense-Stats,BRA-League,2324,37,61.6,38,26736,2827,8642,11799,6527,779,26731,930,486,52.3,349,37.5,17261,87132,49407,848,603,168,547,357,19378,1616,/en/squads/84d9701c/2023/Fluminense-Stats,BRA-League,2324,37,38,22732,20694,1963,614,28,135,707,729,210,83,55,4,19515,75,410,/en/squads/84d9701c/2023/Fluminense-Stats,BRA-League
BRA-League,2324,Fortaleza,32,38,44,540,181,33.5,14.21,4.76,0.07,0.22,19.1,30,5,7,51.5,46.0,0.09,-7.5,-7.0,/en/squads/a9d0ab0e/2023/Fortaleza-Stats,BRA-League,2324,32,38,947,24.92,683,75,52,59,55,23,73,1.92,52,2,6,5,5,3,/en/squads/a9d0ab0e/2023/Fortaleza-Stats,BRA-League,2324,32,38,674,421,315,282,77,334,762,43.8,428,431,120,311,352,1026,733,8,/en/squads/a9d0ab0e/2023/Fortaleza-Stats,BRA-League,2324,32,38,97,1,1,519,533,84,769,352,421,5,7,2,1876,567,532,51.6,/en/squads/a9d0ab0e/2023/Fortaleza-Stats,BRA-League,2324,32,38,12719,16372,77.7,231535,84090,5504,6260,87.9,5439,6498,83.7,1457,2697,54.0,29,35.1,31.4,-6.1,388,1189,285,92,1452,/en/squads/a9d0ab0e/2023/Fortaleza-Stats,BRA-League,2324,32,46.7,38,20507,1818,5629,10142,4984,763,20500,728,374,51.4,283,38.9,11416,66133,35132,695,480,163,472,308,12599,1445,/en/squads/a9d0ab0e/2023/Fortaleza-Stats,BRA-League,2324,32,38,16372,14417,1871,559,44,131,769,744,191,80,81,0,12719,84,324,/en/squads/a9d0ab0e/2023/Fortaleza-Stats,BRA-League
BRA-League,2324,Goiás,42,38,35,492,133,27.0,12.95,3.5,0.06,0.23,19.0,20,5,5,36.5,32.7,0.07,-1.5,-2.7,/en/squads/78c617cc/2023/Goias-Stats,BRA-League,2324,42,38,849,22.34,554,117,44,59,62,13,61,1.61,35,9,3,6,8,0,/en/squads/78c617cc/2023/Goias-Stats,BRA-League,2324,42,38,603,382,308,223,72,298,653,45.6,355,391,144,247,347,950,899,12,/en/squads/78c617cc/2023/Goias-Stats,BRA-League,2324,42,38,107,6,3,637,577,86,701,347,382,5,5,1,1774,633,633,50.0,/en/squads/78c617cc/2023/Goias-Stats,BRA-League,2324,42,38,12142,15803,76.8,231387,90787,4988,5742,86.9,5214,6237,83.6,1655,2906,57.0,22,24.5,27.4,-2.5,355,975,240,69,1290,/en/squads/78c617cc/2023/Goias-Stats,BRA-League,2324,42,44.6,38,20082,2517,6821,8775,4680,666,20077,668,327,49.0,280,41.9,10459,56079,30365,522,435,106,575,357,12018,1280,/en/squads/78c617cc/2023/Goias-Stats,BRA-League,2324,42,38,15803,13657,2060,619,44,132,701,805,201,84,99,8,12142,86,340,/en/squads/78c617cc/2023/Goias-Stats,BRA-League
BRA-League,2324,Grêmio,44,38,61,500,186,37.2,13.16,4.89,0.11,0.3,18.1,18,5,7,50.0,44.6,0.09,11.0,11.4,/en/squads/d5ae3703/2023/Gremio-Stats,BRA-League,2324,44,38,904,23.79,624,100,65,58,43,14,107,2.82,75,9,6,8,5,4,/en/squads/d5ae3703/2023/Gremio-Stats,BRA-League,2324,44,38,615,372,303,249,63,286,711,40.2,425,425,149,276,341,956,803,6,/en/squads/d5ae3703/2023/Gremio-Stats,BRA-League,2324,44,38,103,5,3,480,537,59,577,341,372,4,5,1,2019,500,537,48.2,/en/squads/d5ae3703/2023/Gremio-Stats,BRA-League,2324,44,38,13305,17273,77.0,223701,89728,6431,7463,86.2,5153,6240,82.6,1252,2455,51.0,45,36.3,36.6,8.7,387,1136,308,58,1541,/en/squads/d5ae3703/2023/Gremio-Stats,BRA-League,2324,44,46.7,38,21541,2133,5886,9963,5904,784,21534,730,357,48.9,313,42.9,11490,57522,29440,537,472,139,576,316,13189,1529,/en/squads/d5ae3703/2023/Gremio-Stats,BRA-League,2324,44,38,17273,15175,2039,592,54,75,577,770,202,51,77,0,13305,59,370,/en/squads/d5ae3703/2023/Gremio-Stats,BRA-League
BRA-League,2324,Internacional,35,38,45,459,146,31.8,12.08,3.84,0.09,0.29,19.6,23,3,4,42.1,38.9,0.09,2.9,3.1,/en/squads/6f7e1f03/2023/Internacional-Stats,BRA-League,2324,35,38,816,21.47,610,53,37,58,43,15,80,2.11,61,3,2,7,4,3,/en/squads/6f7e1f03/2023/Internacional-Stats,BRA-League,2324,35,38,601,371,281,241,79,323,681,47.4,358,387,112,275,316,917,779,10,/en/squads/6f7e1f03/2023/Internacional-Stats,BRA-League,2324,35,38,111,6,2,518,497,60,607,316,371,4,7,1,1816,449,562,44.4,/en/squads/6f7e1f03/2023/Internacional-Stats,BRA-League,2324,35,38,15590,19134,81.5,268465,91471,7151,8030,89.1,6834,7864,86.9,1284,2340,54.9,30,29.0,33.2,1.0,345,1204,261,69,1390,/en/squads/6f7e1f03/2023/Internacional-Stats,BRA-League,2324,35,51.6,38,23219,2097,6572,11777,5080,697,23215,702,360,51.3,273,38.9,13403,70148,36246,613,507,131,543,294,15433,1376,/en/squads/6f7e1f03/2023/Internacional-Stats,BRA-League,2324,35,38,19134,17245,1829,555,47,105,607,734,157,60,64,2,15590,60,344,/en/squads/6f7e1f03/2023/Internacional-Stats,BRA-League
BRA-League,2324,Palmeiras,33,38,62,609,206,33.8,16.03,5.42,0.1,0.29,18.6,26,2,4,57.2,54.1,0.09,4.8,5.9,/en/squads/abdce579/2023/Palmeiras-Stats,BRA-League,2324,33,38,1079,28.39,754,114,70,60,61,20,106,2.79,65,10,8,13,9,1,/en/squads/abdce579/2023/Palmeiras-Stats,BRA-League,2324,33,38,606,380,275,255,76,289,662,43.7,373,379,94,285,298,904,574,4,/en/squads/abdce579/2023/Palmeiras-Stats,BRA-League,2324,33,38,96,4,2,583,585,100,917,298,380,3,5,1,1871,491,490,50.1,/en/squads/abdce579/2023/Palmeiras-Stats,BRA-League,2324,33,38,14572,18223,80.0,286574,100954,5401,6139,88.0,6860,7898,86.9,2075,3334,62.2,44,43.0,39.4,1.0,445,1269,306,123,1592,/en/squads/abdce579/2023/Palmeiras-Stats,BRA-League,2324,33,52.7,38,22085,2044,6475,10286,5561,808,22081,750,392,52.3,281,37.5,12840,71837,38615,788,564,175,523,285,14426,1582,/en/squads/abdce579/2023/Palmeiras-Stats,BRA-League,2324,33,38,18223,16186,1937,619,38,181,917,723,242,104,79,1,14572,100,360,/en/squads/abdce579/2023/Palmeiras-Stats,BRA-League
BRA-League,2324,Red Bull Bragantino,35,38,48,635,208,32.8,16.71,5.47,0.07,0.22,19.3,27,3,3,57.8,55.4,0.09,-9.8,-10.4,/en/squads/f98930d1/2023/Red-Bull-Bragantino-Stats,BRA-League,2324,35,38,1098,28.89,802,82,66,81,53,14,80,2.11,51,4,7,13,4,1,/en/squads/f98930d1/2023/Red-Bull-Bragantino-Stats,BRA-League,2324,35,38,645,392,263,281,101,292,688,42.4,396,457,125,332,398,1043,648,11,/en/squads/f98930d1/2023/Red-Bull-Bragantino-Stats,BRA-League,2324,35,38,109,6,1,603,470,52,917,398,392,2,8,1,2257,602,646,48.2,/en/squads/f98930d1/2023/Red-Bull-Bragantino-Stats,BRA-League,2324,35,38,14605,18997,76.9,261318,99302,6617,7616,86.9,6001,7207,83.3,1629,3060,53.2,30,39.1,40.9,-9.1,465,1410,341,87,1766,/en/squads/f98930d1/2023/Red-Bull-Bragantino-Stats,BRA-League,2324,35,56.5,38,23576,1922,5927,10694,7201,869,23573,877,436,49.7,358,40.8,13196,71316,36929,717,614,164,655,379,14464,1750,/en/squads/f98930d1/2023/Red-Bull-Bragantino-Stats,BRA-League,2324,35,38,18997,16830,2115,563,39,158,917,901,285,154,63,2,14605,52,402,/en/squads/f98930d1/2023/Red-Bull-Bragantino-Stats,BRA-League
BRA-League,2324,Santos,46,38,37,463,146,31.5,12.18,3.84,0.07,0.21,18.1,29,6,6,42.4,37.7,0.08,-5.4,-6.7,/en/squads/712c528f/2023/Santos-Stats,BRA-League,2324,46,38,821,21.61,519,118,52,59,57,16,63,1.66,37,7,2,9,8,0,/en/squads/712c528f/2023/Santos-Stats,BRA-League,2324,46,38,683,434,327,283,73,344,748,46.0,404,447,132,315,370,1053,830,8,/en/squads/712c528f/2023/Santos-Stats,BRA-League,2324,46,38,105,8,3,573,549,67,726,370,434,5,6,3,1907,585,520,52.9,/en/squads/712c528f/2023/Santos-Stats,BRA-League,2324,46,38,11748,15384,76.4,209239,77813,5273,6051,87.1,4920,5929,83.0,1235,2473,49.9,26,28.7,30.3,-2.7,338,863,233,59,1240,/en/squads/712c528f/2023/Santos-Stats,BRA-League,2324,46,44.5,38,19765,2018,6243,9012,4774,701,19759,827,390,47.2,350,42.3,10741,63225,32563,708,511,155,531,338,11631,1225,/en/squads/712c528f/2023/Santos-Stats,BRA-League,2324,46,38,15384,13377,1940,594,31,111,726,768,186,64,82,0,11748,67,366,/en/squads/712c528f/2023/Santos-Stats,BRA-League
BRA-League,2324,São Paulo,38,38,40,513,162,31.6,13.5,4.26,0.07,0.22,19.5,20,5,9,49.0,41.6,0.08,-9.0,-6.6,/en/squads/5f232eb1/2023/Sao-Paulo-Stats,BRA-League,2324,38,38,921,24.24,660,71,72,58,45,15,64,1.68,39,4,6,10,4,1,/en/squads/5f232eb1/2023/Sao-Paulo-Stats,BRA-League,2324,38,38,543,346,247,234,62,293,640,45.8,347,394,132,262,262,805,636,8,/en/squads/5f232eb1/2023/Sao-Paulo-Stats,BRA-League,2324,38,38,107,5,3,530,532,77,664,262,346,6,9,1,1859,490,486,50.2,/en/squads/5f232eb1/2023/Sao-Paulo-Stats,BRA-League,2324,38,38,18242,21650,84.3,327451,104218,7903,8667,91.2,8042,8951,89.8,1876,2951,63.6,27,32.7,34.4,-5.7,384,1443,301,74,1672,/en/squads/5f232eb1/2023/Sao-Paulo-Stats,BRA-League,2324,38,59.5,38,25487,2378,7547,12441,5727,767,25478,855,458,53.6,330,38.6,15383,78288,39841,685,533,136,505,365,18072,1661,/en/squads/5f232eb1/2023/Sao-Paulo-Stats,BRA-League,2324,38,38,21650,19670,1903,572,44,248,664,767,214,91,87,1,18242,77,364,/en/squads/5f232eb1/2023/Sao-Paulo-Stats,BRA-League
BRA-League,2324,Vasco da Gama,39,38,41,476,148,31.1,12.53,3.89,0.08,0.25,17.0,30,4,4,47.7,44.6,0.1,-6.7,-7.6,/en/squads/83f55dbe/2023/Vasco-da-Gama-Stats,BRA-League,2324,39,38,807,21.24,593,66,50,42,50,6,65,1.71,42,4,7,6,6,0,/en/squads/83f55dbe/2023/Vasco-da-Gama-Stats,BRA-League,2324,39,38,571,361,287,226,58,266,651,40.9,385,406,131,275,316,887,793,7,/en/squads/83f55dbe/2023/Vasco-da-Gama-Stats,BRA-League,2324,39,38,101,6,3,557,510,67,889,316,361,3,4,0,1853,531,568,48.3,/en/squads/83f55dbe/2023/Vasco-da-Gama-Stats,BRA-League,2324,39,38,13320,16864,79.0,242025,87054,5767,6480,89.0,5799,6801,85.3,1458,2688,54.2,30,32.4,33.9,-2.4,334,1092,300,143,1327,/en/squads/83f55dbe/2023/Vasco-da-Gama-Stats,BRA-League,2324,39,48.0,38,20827,2239,6703,9603,4782,693,20823,736,373,50.7,308,41.8,11866,65444,34047,619,490,109,515,270,13165,1296,/en/squads/83f55dbe/2023/Vasco-da-Gama-Stats,BRA-League,2324,39,38,16864,14839,1960,538,24,117,889,816,202,89,77,0,13320,65,326,/en/squads/83f55dbe/2023/Vasco-da-Gama-Stats,BRA-League
POR-League,2324,Arouca,31,34,51,459,157,34.2,13.5,4.62,0.1,0.31,19.4,16,3,7,47.8,42.7,0.1,3.2,5.3,/en/squads/0d36ddd4/Arouca-Stats,POR-League,2324,31,34,791,23.26,588,56,49,49,36,13,83,2.44,58,5,8,9,3,0,/en/squads/0d36ddd4/Arouca-Stats,POR-League,2324,31,34,530,339,255,204,71,291,602,48.3,311,363,92,271,262,792,635,8,/en/squads/0d36ddd4/Arouca-Stats,POR-League,2324,31,34,83,6,2,459,397,55,523,262,339,4,9,1,1607,381,377,50.3,/en/squads/0d36ddd4/Arouca-Stats,POR-League,2324,31,34,13901,17336,80.2,254122,90185,5774,6482,89.1,6318,7254,87.1,1538,2770,55.5,38,32.1,27.4,5.9,330,1039,217,56,1318,/en/squads/0d36ddd4/Arouca-Stats,POR-League,2324,31,53.7,34,20879,2258,7244,9552,4262,551,20872,502,240,47.8,224,44.6,10877,54790,27908,472,352,104,475,254,13784,1301,/en/squads/0d36ddd4/Arouca-Stats,POR-League,2324,31,34,17336,15537,1744,517,51,98,523,748,145,87,36,4,13901,55,336,/en/squads/0d36ddd4/Arouca-Stats,POR-League
POR-League,2324,Benfica,34,34,76,581,231,39.8,17.09,6.79,0.12,0.31,16.7,20,4,6,76.9,72.1,0.13,-0.9,-0.1,/en/squads/a77c513e/Benfica-Stats,POR-League,2324,34,34,1044,30.71,776,67,76,64,41,20,132,3.88,95,8,8,13,5,3,/en/squads/a77c513e/Benfica-Stats,POR-League,2324,34,34,658,419,273,270,115,343,657,52.2,314,396,87,309,297,955,456,10,/en/squads/a77c513e/Benfica-Stats,POR-League,2324,34,34,67,3,2,391,392,76,676,297,419,5,7,0,1930,384,358,51.8,/en/squads/a77c513e/Benfica-Stats,POR-League,2324,34,34,17244,20589,83.8,289797,101290,8473,9361,90.5,6852,7778,88.1,1496,2396,62.4,59,58.8,58.6,0.2,455,1509,424,75,1880,/en/squads/a77c513e/Benfica-Stats,POR-League,2324,34,59.1,34,24427,1845,6239,11249,7195,1084,24421,771,369,47.9,350,45.4,13657,76285,40571,806,607,240,545,311,17122,1868,/en/squads/a77c513e/Benfica-Stats,POR-League,2324,34,34,20589,18804,1709,433,91,138,676,729,247,121,33,4,17244,76,368,/en/squads/a77c513e/Benfica-Stats,POR-League
POR-League,2324,Boavista,23,34,37,334,106,31.7,9.82,3.12,0.1,0.31,18.4,11,4,5,36.3,32.5,0.1,0.7,0.5,/en/squads/37b7e9e2/Boavista-Stats,POR-League,2324,23,34,592,17.41,425,68,21,41,28,9,63,1.85,39,5,3,9,6,1,/en/squads/37b7e9e2/Boavista-Stats,POR-League,2324,23,34,554,341,279,230,45,280,553,50.6,273,348,119,229,272,826,703,15,/en/squads/37b7e9e2/Boavista-Stats,POR-League,2324,23,34,105,8,6,498,452,68,679,272,341,4,6,1,1594,443,425,51.0,/en/squads/37b7e9e2/Boavista-Stats,POR-League,2324,23,34,11735,15148,77.5,220212,80078,4858,5535,87.8,5177,6049,85.6,1439,2814,51.1,18,25.0,22.8,-7.0,242,837,196,83,1007,/en/squads/37b7e9e2/Boavista-Stats,POR-League,2324,23,48.3,34,18723,2035,6815,8507,3555,494,18718,521,224,43.0,260,49.9,9555,48471,23300,409,287,73,528,250,11638,999,/en/squads/37b7e9e2/Boavista-Stats,POR-League,2324,23,34,15148,13276,1804,525,33,160,679,719,148,77,49,3,11735,68,274,/en/squads/37b7e9e2/Boavista-Stats,POR-League
POR-League,2324,Braga,25,34,70,545,202,37.1,16.03,5.94,0.12,0.32,16.9,15,5,6,63.6,59.6,0.11,6.4,5.4,/en/squads/69d84c29/Braga-Stats,POR-League,2324,25,34,992,29.18,728,95,57,55,45,12,119,3.5,80,7,7,14,9,2,/en/squads/69d84c29/Braga-Stats,POR-League,2324,25,34,517,313,225,236,56,251,535,46.9,284,328,83,245,311,828,592,16,/en/squads/69d84c29/Braga-Stats,POR-League,2324,25,34,80,4,2,410,385,62,750,311,313,3,7,2,1685,461,455,50.3,/en/squads/69d84c29/Braga-Stats,POR-League,2324,25,34,15376,18819,81.7,280875,100277,6383,7130,89.5,6917,7798,88.7,1697,2965,57.2,49,48.1,44.0,0.9,422,1290,382,112,1679,/en/squads/69d84c29/Braga-Stats,POR-League,2324,25,56.9,34,22610,1972,6552,10294,5932,952,22604,583,271,46.5,265,45.5,12664,62070,31280,601,445,149,542,269,15258,1665,/en/squads/69d84c29/Braga-Stats,POR-League,2324,25,34,18819,17011,1746,451,45,108,750,747,199,60,83,3,15376,62,304,/en/squads/69d84c29/Braga-Stats,POR-League
POR-League,2324,Casa Pia,32,34,37,352,115,32.7,10.35,3.38,0.1,0.3,19.5,7,3,4,29.3,26.2,0.08,7.7,7.8,/en/squads/b20a2b76/Casa-Pia-Stats,POR-League,2324,32,34,613,18.03,434,58,39,36,33,13,70,2.06,48,3,9,3,4,3,/en/squads/b20a2b76/Casa-Pia-Stats,POR-League,2324,32,34,500,330,249,187,64,272,559,48.7,287,365,99,266,284,784,711,6,/en/squads/b20a2b76/Casa-Pia-Stats,POR-League,2324,32,34,76,4,2,478,407,67,516,284,330,4,1,0,1584,340,422,44.6,/en/squads/b20a2b76/Casa-Pia-Stats,POR-League,2324,32,34,10871,14084,77.2,198311,79232,4748,5418,87.6,4734,5548,85.3,1181,2412,49.0,27,19.4,21.8,7.6,256,877,165,55,985,/en/squads/b20a2b76/Casa-Pia-Stats,POR-League,2324,32,43.9,34,17774,2274,6764,7645,3553,480,17770,614,281,45.8,278,45.3,9047,50750,24853,472,307,105,597,272,10778,972,/en/squads/b20a2b76/Casa-Pia-Stats,POR-League,2324,32,34,14084,12278,1739,471,50,95,516,699,160,94,34,3,10871,67,284,/en/squads/b20a2b76/Casa-Pia-Stats,POR-League
POR-League,2324,Chaves,31,34,30,375,111,29.6,11.03,3.26,0.07,0.23,19.3,16,5,6,34.6,29.8,0.08,-4.6,-4.8,/en/squads/bf4e8a13/Chaves-Stats,POR-League,2324,31,34,643,18.91,429,88,32,40,47,7,46,1.35,30,5,0,5,5,1,/en/squads/bf4e8a13/Chaves-Stats,POR-League,2324,31,34,474,282,251,176,47,254,505,50.3,251,364,108,256,294,768,732,12,/en/squads/bf4e8a13/Chaves-Stats,POR-League,2324,31,34,103,9,5,457,495,57,645,294,282,4,8,0,1535,481,492,49.4,/en/squads/bf4e8a13/Chaves-Stats,POR-League,2324,31,34,10052,13417,74.9,191710,77355,4192,4876,86.0,4214,5065,83.2,1388,2715,51.1,18,22.8,22.5,-4.8,268,769,157,74,925,/en/squads/bf4e8a13/Chaves-Stats,POR-League,2324,31,43.8,34,17048,2079,6178,7636,3430,468,17042,532,254,47.7,238,44.7,8400,46013,22887,413,297,67,531,265,9958,917,/en/squads/bf4e8a13/Chaves-Stats,POR-League,2324,31,34,13417,11487,1873,534,26,121,645,755,152,69,53,2,10052,57,268,/en/squads/bf4e8a13/Chaves-Stats,POR-League
POR-League,2324,Estoril,31,34,49,391,135,34.5,11.5,3.97,0.12,0.35,18.4,21,2,2,39.3,37.8,0.1,9.7,9.2,/en/squads/00c41b75/Estoril-Stats,POR-League,2324,31,34,675,19.85,469,65,53,43,32,13,85,2.5,62,2,9,7,3,2,/en/squads/00c41b75/Estoril-Stats,POR-League,2324,31,34,539,337,249,229,61,261,539,48.4,278,358,113,245,269,808,687,18,/en/squads/00c41b75/Estoril-Stats,POR-League,2324,31,34,77,5,0,459,412,54,548,269,337,0,3,3,1489,365,479,43.2,/en/squads/00c41b75/Estoril-Stats,POR-League,2324,31,34,12139,15364,79.0,228105,82032,4839,5548,87.2,5632,6509,86.5,1409,2558,55.1,27,26.6,25.8,0.4,281,877,202,51,1061,/en/squads/00c41b75/Estoril-Stats,POR-League,2324,31,48.7,34,19133,2095,6709,8679,3938,632,19131,689,312,45.3,333,48.3,10512,58173,30420,572,441,126,526,286,12048,1053,/en/squads/00c41b75/Estoril-Stats,POR-League,2324,31,34,15364,13534,1776,475,45,124,548,711,171,88,49,3,12139,54,308,/en/squads/00c41b75/Estoril-Stats,POR-League
POR-League,2324,Estrela,34,34,29,368,105,28.5,10.82,3.09,0.08,0.27,17.4,13,1,1,38.3,37.5,0.11,-9.3,-9.5,/en/squads/0cb9f756/Estrela-Stats,POR-League,2324,34,34,621,18.26,425,73,37,43,31,12,48,1.41,35,3,2,4,3,1,/en/squads/0cb9f756/Estrela-Stats,POR-League,2324,34,34,574,384,264,243,67,312,580,53.8,268,388,115,273,283,857,706,9,/en/squads/0cb9f756/Estrela-Stats,POR-League,2324,34,34,76,7,3,419,419,81,634,283,384,0,4,1,1677,525,479,52.3,/en/squads/0cb9f756/Estrela-Stats,POR-League,2324,34,34,11026,14704,75.0,210358,84018,4415,5258,84.0,5042,6023,83.7,1369,2678,51.1,18,29.5,27.2,-11.5,278,774,217,66,1052,/en/squads/0cb9f756/Estrela-Stats,POR-League,2324,34,47.0,34,18521,2110,7037,7991,3702,599,18520,589,263,44.7,285,48.4,9053,46006,22257,405,282,113,561,266,10934,1035,/en/squads/0cb9f756/Estrela-Stats,POR-League,2324,34,34,14704,12803,1820,466,38,106,634,804,178,140,22,0,11026,81,291,/en/squads/0cb9f756/Estrela-Stats,POR-League
